price,bedrooms,beds,bathrooms,accommodates,amenities_count,log_amenities_count,host_age_days,neighbourhood_median_price,is_shared_room,is_private_room,is_entire_place,te_neighbourhood,te_property_type
147.99999999999994,2.0,2.0,1.5,4,15,2.772588722239781,4081.0,129.99999999999997,0,0,1,199.30565374484019,141.45212834690346
324.99999999999994,1.0,1.0,1.0,2,16,2.833213344056216,3177.0,,0,0,1,149.25272942876225,141.45212834690346
249.9999999999999,1.0,1.0,1.0,2,14,2.70805020110221,3819.0,144.99999999999997,0,0,1,167.9626527673892,141.45212834690346
150.00000000000009,1.0,1.0,1.0,2,14,2.70805020110221,4007.0,,0,0,1,149.25272942876225,141.45212834690346
55.000000000000014,1.0,1.0,1.0,1,16,2.833213344056216,4340.0,150.00000000000009,0,1,0,182.0983055504649,141.45212834690346
34.99999999999998,1.0,1.0,1.0,2,8,2.1972245773362196,4457.0,64.99999999999999,0,1,0,82.66832305079724,141.45212834690346
55.000000000000014,1.0,1.0,1.0,2,22,3.1354942159291497,3538.0,76.99999999999996,0,1,0,98.48318089296953,163.3338196098838
64.00000000000003,1.0,1.0,1.0,2,20,3.044522437723423,4259.0,70.00000000000003,0,1,0,82.40389228871588,163.3338196098838
116.0,1.0,1.0,1.0,2,15,2.772588722239781,3686.0,189.0000000000004,0,0,1,215.46280665445735,141.45212834690346
749.9999999999999,3.0,3.0,2.0,6,14,2.70805020110221,4939.0,89.99999999999967,0,0,1,126.8421332864733,141.45212834690346
125.00000000000004,1.0,1.0,1.0,2,15,2.772588722239781,4472.0,108.00000000000004,0,0,1,166.04911697253692,141.45212834690346
119.00000000000011,1.0,1.0,1.0,2,20,3.044522437723423,4827.0,104.99999999999996,0,1,0,135.76241613403116,141.45212834690346
115.0,0.0,2.0,1.0,5,17,2.8903717578961645,3820.0,100.00000000000004,0,0,1,119.05781929921426,141.45212834690346
108.00000000000004,1.0,1.0,1.0,2,17,2.8903717578961645,4621.0,190.0,0,0,1,212.3020634028154,141.45212834690346
141.00000000000003,1.0,1.0,1.0,2,16,2.833213344056216,4514.0,189.0000000000004,0,0,1,215.46280665445735,141.45212834690346
39.99999999999998,3.0,1.0,1.0,2,27,3.332204510175204,4574.0,70.50000000000006,0,1,0,86.25638787265449,141.45212834690346
349.9999999999999,2.0,2.0,1.0,4,20,3.044522437723423,3429.0,155.00000000000003,0,0,1,200.17694823413424,163.3338196098838
125.00000000000004,2.0,4.0,1.0,6,26,3.295836866004329,3927.0,170.99999999999991,0,0,1,212.81786238919966,141.45212834690346
79.99999999999997,1.0,1.0,1.0,2,17,2.8903717578961645,3829.0,110.00000000000004,0,1,0,151.10906878877682,141.45212834690346
499.99999999999983,1.0,1.0,1.5,2,13,2.6390573296152584,3711.0,95.0,0,1,0,133.7001668652809,163.3338196098838
110.00000000000004,0.0,1.0,1.0,1,1,0.6931471805599453,4221.0,189.0000000000004,0,0,1,215.46280665445735,141.45212834690346
89.99999999999967,1.0,1.0,1.0,3,18,2.9444389791664403,4094.0,100.00000000000004,0,0,1,142.97069595252677,141.45212834690346
248.9999999999997,2.0,3.0,1.0,5,16,2.833213344056216,2956.0,189.0000000000004,0,0,1,215.46280665445735,141.45212834690346
